name,id
Johanne-Marie Tremblay,38525
Mitsou Gélinas,83184
Isabelle Blais,90676
Markita Boies,232740
Micheline Lanctôt,534894
Denis Bouchard,543221
Sylvie Drapeau,90678
Dominic Darceuil,557282
Yves Desgagnés,1189604
Gilles Pelletier,38528
Jean-René Ouellet,125837
Lise Roy,130928
Macha Grenon,127495
Gaston Lepage,79617
Daniel Brière,83182
Sébastien Huberdeau,32890
Rose-Maïté Erkoreka,1192785
Roy Dupuis,56977
Sébastien Ricard,583728
Bonnie Mak,1330770
Frédéric Gilles,86616
Denys Arcand,38516
David Gow,134671
Dawn Lambing,990378
Valérie Jeanneret,997683
Valérie Wiseman,1504484
François Domerc,1662902
Julie Beauchemin,1297498
Fanny Mallette,81468
Barbara Hershey,10767
David Bowie,7487
Paul Greco,67937
Verna Bloom,55192
Gary Basaraba,96228
Irvin Kershner,10930
Michael Been,1061552
John Lurie,6394
Steve Shill,80747
Lena Olin,5313
Iain Glen,20508
Fele Martínez,1602
Stephan Enquist,1418163
Fermí Reixach,123212
Rebecca Romijn,11008
Zoie Palmer,133252
Munro Chambers,1228341
Andrew Chalmers,1037730
Al Pacino,1158
John Cusack,3036
Danny Aiello,1004
Josh Hartnett,2299
Andrew Keegan,40979
Rain Phoenix,96922
Chris Freihofer,234948
John Heard,11512
Rachel Shumate,1212118
Robin Givens,59153
Halle Berry,4587
Grace Jones,10661
Geoffrey Holder,10225
Eartha Kitt,70243
Lela Rochon,51359
John Canada Terrell,1341524
Alan Bates,27554
Oliver Tobias,24701
Glynis Barber,1222446
Joan Hickson,11135
Helena McCarthy,1406458
Mollie Maureen,1228243
Derek Francis,101529
Marina Sirtis,2393
Marc Sinden,102008
Mark Burns,32067
Teresa Codling,1627416
Cleavon Little,68091
Gene Wilder,3460
Slim Pickens,14253
George Furth,9597
Burton Gilliam,133952
John Hillerman,12296
David Huddleston,1232
Richard Collier,151849
Charles McGregor,981005
Don Megowan,31208
Count Basie,240728
Karl Lukas,153618
Robyn Hilton,101461
Jack Starrett,16556
Rodney Allen Rippy,75354
Robert Ridgely,25626
Ralph Manza,151606
Jeffrey DeMunn,12645
Gerry Black,97266
Susan Willis,97267
Catherine Dent,65797
Brian Howe,1990
Karl Bury,97268
Colleen Haskell,68000
Guy Torry,828
Michael Caton,75889
Bob Rubin,193939
Pilar Schneider,1465493
Scott Wilson,6914
Raymond Ma,165214
Norm Macdonald,77075
Adam Garcia,28472
Logan Lerman,33235
Susan Forristal,21620
Marisa Ryan,142293
Sara Gilbert,3282
Mika Boorem,21027
Skye McCole Bartusiak,20815
Ron Eldard,12260
Frances Fisher,3713
Kim Dickens,21165
Jonathan Ahdout,206965
Kia Jam,36134
Molly Grant Kallins,1789205
Steven Bauer,1159
Mary Elizabeth Mastrantonio,1161
Robert Loggia,1162
Miriam Colón,1163
Paul Shenar,1165
Ángel Salazar,1167
Arnaldo Santana,1168
Pepe Serna,1169
Michael P. Moran,1170
Al Israel,1171
Dennis Holahan,1172
Mark Margolis,1173
Michael Alldredge,1216866
Ted Beniades,932922
Richard Belzer,32396
John Brandon,88965
Tony Perez,78498
Garnett Smith,1225345
Gil Barreto,139931
Victor Campos,152704
Rene Carrasco,156019
Albert Carrier,153686
Carlos Augusto Cestero,1360853
Roberto Contreras,103795
Dante D'Andre,152888
Ben Frommer,152706
Ronald G. Joseph,107982
Mario Machado,44050
John McCann,160335
Victor Millan,94893
Mike Moroff,100260
Manuel Padilla Jr.,12411
Charles A. Tamburro,16563
Angela Aames,45463
Lee Benton,160253
Lana Clarkson,52144
Ava Lazar,1217468
Shelley Taylor Morgan,1178618
Emilia Crow,538318
Margaret Michaels,1228412
Katt Shea,102634
Barclay DeVeau,1378434
Linda Gillen,198980
Kevyn Major Howard,8657
Henry Kingi,24969
Jorge Porcel,47772
Brett Ratner,11091
Marcus Shirock,1228651
Ilka Tanya Payán,1614584
Sally Hawkins,39658
Anna Keaveney,68046
Daniel Mays,1670
Simon Chandler,16273
Chris O'Dowd,40477
Adrian Scarborough,40311
Ruth Sheen,53367
Leo Bill,29237
Lesley Sharp,80366
Peter Wight,17476
Martin Savage,30328
Alex Kelly,976738
Sandra Voe,1645
Anthony O'Donnell,47944
Marion Bailey,72307
Sam Troughton,5421
Sinead Matthews,36668
Tilly Vosburgh,185464
Alan Williams,122589
Allan Corduner,78018
Emma Amos,1239068
Rosie Cavaliero,151949
Liz White,90046
Nicky Henson,2964
Wendy Nottingham,37052
Eileen Davies,192838
Vincent Franklin,43024
Tom Ellis,192944
Helen Coker,72311
Jake Wood,162489
Heather Craney,209994
Sid Mitchell,75564
Heather Cameron-McLintock,1008518
Billie Cook,1253259
Billy Seymour,1447221
Nina Fry,1235293
Joanna Griffiths,17075
Vinette Robinson,21679
Robert Putt,298767
Craig Conway,94956
Paul Raffield,1220347
Jeffry Wickham,1390502
Nicholas Jones,26121
Angela Curran,174700
Jane Wood,1246598
James Payton,1387292
Tracy O'Flaherty,72318
Judith Scott,1335336
Rex Harrison,35321
Stanley Holloway,12727
Wilfrid Hyde-White,15387
Gladys Cooper,3366
Jeremy Brett,140914
Theodore Bikel,6609
Mona Washbourne,89895
Isobel Elsom,95263
John Holland,126656
Xavier Samuel,109438
James Frecheville,968863
Ben Mendelsohn,77335
Sophie Lowe,103994
Jessica Tovey,212740
Alyson Standen,152490
Dane Eade,1185778
Charlee Thomas,1185779
Scott Pirlo,1185780
Isaac Cocking,1185781
Drew Fairley,1691373
Rowan Witt,218366
Sally Cahill,1691375
Katrina Norman,1448031
Genevieve Hegney,1618512
Maya Stange,75671
James McFay,1217765
Matt Levett,213154
Bianca Bateman,1691395
Jacinda Barrett,6857
Billy Burke,21029
Kevin Chapman,4728
Kevin Daniels,104785
John Simm,42604
Lorraine Pilkington,68284
Shaun Parkes,30316
Nicola Reynolds,68286
Terence Beesley,1412369
Jo Brand,117352
Richard Coyle,52890
Andrew Lincoln,7062
Héctor Elizondo,1210
Heather Matarazzo,33656
Callum Blue,68287
Larry Miller,1211
Kathleen Marshall,303542
Lorraine Nicholson,966053
Shannon Wilcox,95469
Paul Vogt,155403
Joseph Leo Bwarie,1665036
Hope Alexander-Willis,83053
Rowan Joseph,1451161
Jeffrey Scott Jensen,156005
Glenne Headly,21104
Megan Fox,19537
Barbara Mamabolo,64306
Pedro Miguel Arce,138947
Jessica Barrera,230783
Luke Mably,68307
Ben Miller,18025
John Bourgeois,55378
Zachary Knighton,54834
Elisabeth Waterston,77794
Eliza Bennett,23775
Klára Issová,107943
Richard Lee,1442832
Michael Sheen,3968
Parker Posey,7489
Annika Pergament,1129795
Shawn Ashmore,11023
Jonathan Tucker,17243
Laura Ramsey,51975
Joe Anderson,29234
Chevy Chase,54812
Beverly D'Angelo,821
Imogene Coca,70089
Anthony Michael Hall,1904
Miriam Flynn,35109
Dana Barron,1217003
Eddie Bracken,115457
James Keach,408
Frank McRae,1735
Christie Brinkley,942808
John P. Navin, Jr.,92557
Nathan Cook,1233968
Christopher Jackson,1587179
Randy Lowell,155626
Michael Talbott,16557
Henry Gibson,19439
Audrey Tautou,2405
Benoît Poelvoorde,47820
Alessandro Nivola,4941
Marie Gillain,54227
Emmanuelle Devos,19117
Régis Royer,264812
Yan Duffas,145196
Fabien Béhar,1086615
Roch Leibovici,38876
Jean-Yves Chatelais,146488
Pierre Diot,22309
Vincent Nemeth,230078
Bruno Abraham-Kremer,53906
Inès Bessalem,1644682
Jean-Chrétien Sibertin-Blanc,240067
Marie Parouty,1644683
Fanny Deblock,1152985
Claude Brécourt,1175146
Cillian Murphy,2037
Pádraic Delaney,15497
Liam Cunningham,15498
Orla Fitzgerald,15509
Gerard Kearney,15499
William Ruane,15501
Roger Allam,11279
Laurence Barry,15502
Sabrina Barry,15504
Kieran Aherne,15507
Scott Peden,56622
Joseph Fiennes,12763
Zuleikha Robinson,20803
Kris Marshall,7058
Charlie Cox,23458
Mackenzie Crook,1711
Heather Goldenhersh,52996
Gregor Fisher,7053
Anton Rodgers,28853
David Harewood,16752
Sô Yamamura,68411
Tatsuya Mihashi,13251
Takahiro Tamura,118989
Jason Robards,4765
Frank Aletter,123380
Koreya Senda,123381
Junya Usami,123382
Richard Anderson,12312
Kazuo Kitamura,63707
Susumu Fujita,30907
Edward Andrews,29719
Bontarô Miake,123384
Neville Brand,9112
Richard Erdman,9110
Keith Andes,15953
Eijirô Tôno,106165
Shôgo Shimada,150249
Shunichi Nakamura,1459104
Meredith 'Tex' Weatherby,1459105
Bruce Wilson,1459106
Charles Gilbert,1459107
Jerry Cox,1459108
Elven Havard,1459109
Dick Fair,1459118
Matthew Fox,28657
David Strathairn,11064
January Jones,31717
Kate Kneeland,1785189
Scott Porter,53368
Haley Bennett,58754
Nick Bacon,1077875
Andrew Wyatt,1077876
Dan McMillan,1077877
Tom Foligno,1077878
Brooke Tansley,207915
Daniel Stewart Sherman,225629
Matthew Morrison,155209
Jason Antoon,130749
Jeremy Karson,1024027
Emma Lesser,163934
Adam Grupper,159826
Charlotte Maier,26722
Toni Trucks,105831
Lanette Ware,164433
Billy Griffith,163866
Kathleen McNenny,171673
Spenser Leigh,978719
Lou Torres,163991
Kali R. Harrison,1781159
Daniel Karaty,1706010
Christine Ashley DeJesus,1781162
Dana DePalo,1781165
Gerard Heintz,1781167
Antoine 'Doc' Judkins,1781168
Nick Kenkel,1276887
Nina Lafarga,1781172
Carly Lang,1398830
Monique Lea-Gall,1363088
Sarah Mitchell,1778298
Marielys Molina,1781183
Jorge Santos,1781191
Seth Stewart,1587180
Roel Suasin,1781192
Reed Kelly,1781193
Ariana Bernstein,1385445
Marc C. Cancassi,1781194
Bill Chemerka,1781195
Michael Ciesla,454223
Peter Conboy,1202712
Ed Cuffe,1781196
Jill DeMonstoy,1781197
David Miguel Estrada,1741973
Amanda Florian,1781199
Brianna Leann Florian,1781205
Tiffany Ashley Florian,1781217
Cooper Grodin,1781218
Johnathan Hallgrey,66684
Katherine Hoskins Mackey,1549561
Nobuo Inubushi,1781219
Jeannine Kaspar,205720
Mark A. Keeton,1781220
Linda Lee,1781221
Suzi Lorraine,92813
Thelma O'Leary,1781225
Michelle Rouhani,1781226
Robert Sciglimpaglia,1344661
Lisa Sever-Ferraro,1781227
Kent Sladyk,1781228
Carlos Velazquez,1558984
Jim Henson,55983
Richard Hunt,68456
Edgar Bergen,101879
Milton Berle,69951
James Coburn,5563
Elliott Gould,827
Bob Hope,82388
Richard Pryor,9309
Telly Savalas,10169
Scott Walker,1179590
Lawrence Gabriel Jr.,1856726
Ira F. Grubman,1856727
Hard Boiled Haggerty,92761
Tommy Madden,107080
James Frawley,68457
Arnold Roberts,1478241
John Landis,4610
Myles Berkowitz,162102
Tia Carrere,13445
Elisabeth Wagner,1396573
Richard Arlook,1371374
Robert McKee,27204
Elie Samaha,18691
Chris O'Donnell,5577
Peter Sarsgaard,133
Timothy Hutton,16327
John Lithgow,12074
Dagmara Domińczyk,52776
Julianne Nicholson,86034
John McMartin,13728
Veronica Cartwright,5047
Kathleen Chalfant,52003
Luke MacFarlane,432040
John Krasinski,17697
Mara Hobel,150212
Gerrit Graham,26283
Christine Elise,39113
Grace Zabriskie,6465
Peter Haskell,152647
Beth Grant,5151
Greg Germann,19974
Raymond Singer,66194
Vladimir Garin,68515
Konstantin Lavronenko,68517
Nataliya Vdovina,68518
Vanya Dobronravov,936818
Yelizaveta Aleksandrova,936819
Lazar Dubovik,936820
Lyubov Kazakova,936821
Galina Petrova,558290
Aleksei Suknovalov,936823
Andrey Sumin,936824
Julia Roberts,1204
Lili Taylor,3127
William R. Moses,68527
Adam Storke,68528
Brendan Mackey,68534
Nicholas Aaron,68535
Richard Hawking,68536
Ollie Ryall,68537
Joe Simpson,68538
Simon Yates,68539
Dominic Janes,1223903
Jason Sklar,172169
Randy Sklar,172170
Drew Sidora,58962
George C. Scott,862
Karl Malden,9857
Stephen Young,40551
Michael Strong,15650
Carey Loftin,12431
Albert Dumortier,1089965
Frank Latimore,13733
Morgan Paull,58495
Karl Michael Vogler,32021
Pat Zurica,198025
James Edwards,3342
Lawrence Dobkin,15625
David Bauer,93949
John Barrie,558445
Richard Münch,18964
Siegfried Rauch,35826
Michael Bates,2267
Paul Stevens,160494
Gerald Flood,200911
Jack Gwillim,13331
Edward Binns,2651
Peter Barkworth,183207
Lionel Murton,141494
David Healy,120676
Sandy McPeak,106726
Douglas Wilmer,89065
John Doucette,34130
Tim Considine,163280
Abraxas Aaran,1089966
Clint Ritchie,87473
Alan MacNaughton,1047752
Florencio Amarilla,1022040
Brandon Brady,153085
Charles Dennis,43800
Paul Frees,16417
Dolores Judson,1089967
Hellmut Lange,32526
Bruce Rhodewalt,1089968
Lowell Thomas,589823
Harry Towb,116645
Billy Kearns,35958
Rose Byrne,9827
Diane Kruger,9824
Christopher Cousins,20379
Jessica Paré,82096
Vlasta Vrána,58169
Amy Sobol,944474
Ted Whittall,190900
Isabel Dos Santos,1041350
Mark Camacho,7013
Miranda Handford,548204
Brian Haley,10138
Cynthia Nixon,38024
John Neville,12642
William Holmes,1491527
Kevin Heffernan,56251
Jay Chandrasekhar,52049
Paul Soter,56253
Erik Stolhanske,56252
Tanja Reichert,68634
Jordan Ladd,20492
Nat Faxon,105648
Julio Bekhor,1058088
Edmund Gwenn,22600
John Forsythe,24367
Shirley MacLaine,4090
Mildred Natwick,12969
Mildred Dunnock,68642
Jerry Mathers,68643
Royal Dano,19968
Parker Fennelly,1229744
Barry Macollum,120459
Dwight Marfield,1544193
Philip Truex,1732463
Ernest Curt Bach,1732464
Leslie Woolf,1732465
Alfred Hitchcock,2636
Amy Brenneman,15851
Jay O. Sanders,6067
Danielle Harris,21320
Claire Bloom,29545
Colin Fox,137161
Stan Shaw,16936
Vanessa Bell Calloway,100653
Sage Stallone,16660
Trina McGee-Davis,1213343
Mark Rolston,6576
Lee Oakes,59075
Kiefer Sutherland,2628
Wolfgang Bodison,68672
Bokeem Woodbine,71913
Guillermo Díaz,8695
Michael T. Weiss,42722
Annette Helde,167966
Ben Meyerson,88525
Tara Subkoff,61111
Derek Luke,15543
Bonnie Henna,15544
Mncedisi Shabangu,15545
Tumisho Masha,15546
Sithembiso Khumalo,15547
Terry Pheto,13093
Michele Burgers,15549
Mpho Lovinga,15550
Jessica Anstey,15551
Charlotte Savage,15552
Nomhlé Nkyonyeni,15553
Susan Danford,1021884
Hugh Jackman,6968
Natasha Lyonne,10871
Paxton Whitehead,129996
Spalding Gray,8978
Josh Stamberg,21882
Matthew Sussman,159869
Charlotte Ayanna,6281
Andrew Jack,240629
Stan Tracy,205583
Johnny Messner,21798
Matthew Marsden,12793
Nicholas Gonzalez,61852
Eugene Byrd,342
Karl Yune,19860
Salli Richardson-Whitfield,53918
Nicholas Hope,81172
Denis Arndt,10480
Samantha Mahurin,1580598
Rebecca Hall,15556
Daniel Davis,177765
Roger Rees,16407
Ricky Jay,10743
Jim Piddock,120560
Christopher Neame,58860
Mark Ryan,19541
Jamie Harris,111195
Monty Stuart,1476065
Ron Perkins,125024
Anthony De Marco,144162
Chao Li Chi,995587
John B. Crye,228954
Ezra Buzzington,59285
Johnny Liska,102413
Russ Fega,535
Kevin Will,1219579
Edward Hibbert,84249
James Otis,58473
Sam Menning,42691
Brian Tahash,1225872
Jodi Bianca Wise,170756
Enn Reitel,34904
Robert W. Arbogast,82929
Chris Cleveland,91267
Rock Anthony,1388591
Erin Cipolletti,1513992
Tim Pilleri,1028426
Gary Sievers,1580574
Inna Swann,1511113
Gordon Warnecke,68718
Roshan Seth,693
Saeed Jaffrey,11852
Derrick Branche,68719
Rita Wolf,541338
Souad Faress,261927
Shirley Anne Field,83909
Garry Cooper,27323
Charu Bala Chokshi,1215909
Persis Maravala,1780820
Nisha Kapur,1780821
Walter Donohue,1459943
Neil Cunningham,230924
Gurdial Sira,1616311
Ram John Holder,63006
Dawn Archibald,47876
Jonathan Moore,151456
Gerard Horan,56101
Bhasker Patel,119792
Badi Uzzaman,42644
Ayub Khan-Din,65866
Dulice Liecier,1705480
Chris Pitt,1239887
Kerryann White,1780822
Colin Campbell (1937),157076
Sheila Chitnis,1780823
Winston Graham,1780824
Dudley Thomas,1780825
Alfred Molina,658
Ulrich Thomsen,4455
Natascha McElhone,11317
Alexandra Maria Lara,5644
Simon Callow,4001
Antony Sher,77637
Randy Wayne,84841
Sean Michael Afable,1054837
Jason Dundas,1054838
Matthew Ziff,1054839
Madeline Zima,84613
Andrea Avery,1722548
Paul Rodríguez,55259
Whip Hubley,11089
Kevin Kilner,114021
Erica Hubbard,59180
Simon Helberg,53863
Brad Bufanda,80582
J. D. Pardo,81391
Aimee-Lynn Chadwick,92855
Kady Cole,1776449
Hannah Robinson,1776450
Josh Prince,1776453
Art LaFleur,44792
James Eckhouse,19151
Jonathan Slavin,112049
Lilli Babb,1776454
Carlie Westerman,53889
Mike Randleman,1357697
Christie Herring,1776455
Lindsay Hollister,92327
Taylor Hoover,159971
Brittany Weber,1776458
Darryl Sivad,1223695
Rita Bland,1776499
Keli Murphy,1776500
Alexis Raich,1228631
Sabin Rich,1583282
Julianne Waters,1468244
Karen Elmore,1776503
Stella Choe,1039613
Jessie Rice-Holiday,1776509
Cricket Hamar,1776510
Shannon Novak,1776511
Jason Beitel,557791
Kato Bonner,1775925
Carol Borjas,1776531
Reshma Gajjar,568656
Molly Gosline,1776532
Hunter Hamilton,1775884
Richard Jackson,1776533
Trey Knight,1775892
Jonathan Ritter,1776534
Jenny Seeger,1776535
Melanie A. Gage,1748182
Jolene Riella,1776540
Elle Bennett,1621842
Joe Jagatic,1776543
Lon Michael Lee,1621835
Justin Rhoads,1776544
Danielle Riffenburgh,1776545
Rory Charles Thost,1776546
John H. Tobin,1453555
Toni Wynne,99932
Billy Boyd,1329
Redman,54799
Hannah Spearritt,35865
Steve West,1087217
Rebecca Santos,1833905
Keith-Lee Castle,1234582
Stephanie Chambers,1244404
Simon James Morgan,1845920
Bethany Simons-Danville,1845921
Beyoncé Knowles,14386
Jennifer Hudson,15565
Keith Robinson,15564
Sharon Leal,15566
Hinton Battle,15567
Mariah I. Wilson,15568
Yvette Cason,15569
Ralph Louis Harris,181080
Jocko Sims,107939
Ken Page,95758
Alexander Folk,9299
Esther Scott,154224
Laura Bell Bundy,56523
Yvette Nicole Brown,111513
Damion Poitier,150194
Luke Goss,10843
James Dodd,1050937
Seth MacFarlane,52139
Anna Walton,221553
Brian Steele,12359
Helena Bonham Carter,1283
Patrick Godfrey,3568
Fabia Drake,940412
Amanda Walker,108620
Joan Henley,944610
Maria Britneva,948582
Rosemary Leach,96408
Peter Cellier,44419
Mia Fothergill,534537
Matyelok Gibbs,17479
Kitty Aldridge,105164
Patricia Lawrence,1222036
Freddy Korner,1858657
Elizabeth Marangoni,1858658
Mirio Guidelli,1858659
Lucca Rossi,1858660
Isabella Celani,567074
Luigi Di Fiore,1495216
Dann Florek,9175
Peter Murnik,95233
Michael A. Goorjian,49424
Ricky Harris,158452
Scott Caan,1894
Ed Helms,27105
Pat Kilbane,68836
Jim Turner,58768
Austyn Myers,68837
Mario Loya,91274
Allisyn Ashley Arm,154997
Alisan Porter,30367
Christina Wun,1673257
Paula Garcés,21124
Brooke D'Orsay,42297
Steve Braun,10867
Robert Tinkler,118814
Eddie Kaye Thomas,52480
Kelly Macdonald,9015
Thomas Brodie-Sangster,25663
Raphaël Coleman,89827
Samuel Honywood,150544
Angela Lansbury,14730
Lisa Zane,68848
Shon Greenblatt,68849
Lezlie Deane,68850
Ricky Dean Logan,68851
Yaphet Kotto,5050
Roseanne Barr,46393
Elinor Donahue,1209
Johnny Depp,85
Cassandra Rachel Friel,553765
David Dunard,105708
Marilyn Rockafellow,171005
Virginia Peters,165659
Stella Hall,551937
Lindsey Fields,166609
Angelina Estrada,3424
Tobe Sexton,42530
Chason Schirmer,553766
Michael McNab,152286
Matthew Faison,98555
Vic Watterson,553767
Carlease Burke,149486
Warren Barrington,170132
Mel Scott-Thomas,553768
Jonathan Mazer,553769
Frank Catalano,553770
Alice Cooper,35824
Joshua Weisel,553771
Madonna,3125
Lori Petty,15309
Megan Cavanagh,53570
Rosie O'Donnell,12929
Tracy Reiner,8189
Bitty Schram,138240
Don S. Davis,15863
Renée Coleman,138241
Eddie Jones,8692
Freddie Simpson,1077313
Anne Ramsay,25023
Robin Knight,1077314
Patti Pelton,156025
Kelli Simpkins,163825
Neezer Tarleton,1077315
Téa Leoni,4939
Joey Slotnick,9998
Mark Holton,44818
Janet Jones,19257
Toni Braxton,532537
Garrett Clayton,1031685
Nick Drago,188541
Julianne Hough,143240
Josh Duhamel,19536
David Lyons,76941
Tora Hallström,1158532
Noah Lomax,524503
Mimi Kirkland,1797637
Juan Piedrahita,1041480
Robin Mullins,20164
Irene Ziegler,61099
Daniel Cochran Donovan,1797639
Tim Parati,65171
Jon Kohler,1788835
Jasper Grey,1281322
Giulia Pagano,1244435
Nick Basta,1470965
James Nalitz,1262396
Jan Hartsell,1797638
Patrick Macnee,10662
Christopher Stone,65404
Belinda Balaski,16173
Elisabeth Brooks,98610
Margie Impert,101780
Noble Willingham,31005
James Murtaugh,101781
Jim McKrell,100614
Meshach Taylor,101784
Forrest J. Ackerman,44762
Robert A. Burns,27805
Jonathan Kaplan,42171
John Sayles,102445
Kenneth Tobey,103069
Carlos Montalbán,68934
Nati Abascal,68935
Jacobo Morales,941548
Miguel Ángel Suárez,87743
René Enríquez,237034
Stanley Ackerman,1396841
Dorothi Fox,1396842
Eddie Barth,32384
Conrad Bain,124007
Baron De Beer,1396843
Howard Cosell,153575
Tino García,1473301
David Morse,52
Bill Nunn,5502
John Toles-Bey,42316
Debra Monk,10386
Shaun Austin-Olsen,181010
André De Shields,1043858
Peter Appel,1005
Diana Zimmer,199837
Nancy Beatty,50774
Gene Ruffini,39599
Bill MacDonald,236
Garnet Harding,1705344
Simon Reynolds,51038
Derwin Jordan,61662
Tara Rosling,1237061
Martin Roach,5921
Bernard Browne,1705350
Sanjay Talwar,1705351
Christina Collins,611061
Arlene Duncan,125582
Cheryl Swarts,13552
Johnie Chase,1225381
Noam Jenkins,33668
Phallon Carpino,1705353
Ross Petty,195043
Todd Stewart,1705354
Lawrence Arancio,1669780
Vincent Marino,185154
John Heffernan,171056
John Trudell,237532
Nelson Vasquez,222487
Vincent Laresca,1983
Kim Roberts,2676
Gerry Quigley,234
Teresa Yenque,169287
Chris Edwards,13195
David Eisner,1190319
Dana Stevens,11898
Michael J. Reynolds,86442
David Cronenberg,224
Marium Carvell,64624
Marilyn McDonald,1705357
Rob Lowe,2879
Paul McCrane,32393
Nastassja Kinski,2630
Joely Richardson,20810
Fred Döderlein,1383289
Anton Yelchin,21028
Timothy Reifsnyder,1328126
Brett Fleisher,544059
Terry Beaver,130719
Will Rothhaar,149484
Sarah Jane Morris,70304
Connor Cruise,235547
Joe Nunez,54696
Bill Smitrovich,17200
Tim Kelleher,72864
Gina Hecht,156818
Andy Milder,1043304
Judyann Elder,77033
Madison Pettis,74929
Billy Crudup,8289
Emilie de Ravin,28660
Domenick Lombardozzi,17941
Carey Mulligan,36662
James Russo,785
David Wenham,1371
Christian Stolte,36091
Stephen Dorff,10822
Michael Vieau,1052875
John Kishline,1052876
Wesley Walker,83402
John Scherp,1052877
Elena Kenney,1052878
William Nero Jr.,1052879
Don Frye,82042
Michael Sassone,1018310
Madison Dirks,1395525
John Michael Bolger,1217571
Peter DeFaria,1624910
Jonathan Macchi,1624925
Jeff Shannon,1624928
Robyn LeAnn Scott,1624934
Bill Camp,121718
Richard Short,206483
Randy Ryan ,134787
Kurt Naebig,35025
John Hoogenakker,1188193
Adam Mucci,17193
Rebecca Spence,143714
Shanyn Leigh,1012144
Stephen Spencer,1624948
Rick Uecker,1624949
Scott Bakula,2154
Joel McHale,74949
Tom Papa,170364
Rick Overton,1539
Arden Myrin,120244
Andrew Daly,95875
Candy Clark,12407
Dick Smothers,166789
Tom Smothers,160263
Richard Steven Horvitz,81662
Bob Zany,102936
Paul F. Tompkins,1219029
Lucas McHugh Carroll,1487546
Michelle Williams,1812
Jackie Earle Haley,17183
Christopher Denham,61510
Curtiss Cook,2254
Gary Galone,141448
Nellie Sciutto,177898
Raymond Anthony Thomas,1181562
Joseph McKenna,141458
Ruby Jerins,1218228
Tom Kemp,58333
Bates Wilder,50588
Dan Marshall,1588593
Brooke Adams,69054
Herbert Lom,14503
Anthony Zerbe,2516
Colleen Dewhurst,10559
Nicholas Campbell,14902
William B. Davis,12643
Sean Sullivan,252
Géza Kovács,1081827
Roberta Weiss,243939
Peter Dvorsky,12483
Barry Flatman,43429
Cindy Hinds,103864
David Rigby,982406
Helene Udy,133800
Ramon Estevez,971538
Jordenn Thompson,928306
Kelly Osbourne,178425
Howard Rosenman,47054
Tina Majorino,53930
Vincent Ventresca,90610
Christian J. Meoli,52421
B.J. Britt,1214865
Lori Singer,26456
Kevin O'Brien,191939
Richard Kuss,1222806
David Carpenter,1319273
Nancy Fox,40625
Frank Renzulli,155080
Laurence Olivier,3359
Jacqueline Bisset,14061
Toshirō Mifune,7450
David Janssen,51377
Nam Kung-won,1411869
Gabriele Ferzetti,4961
Rex Reed,1227454
Sabine Sun,37794
Dorothy James,1429143
Karen Kahn,1006368
Lydia Lei,123057
James T. Callahan,47759
Ray Wise,6719
Jonathan Breck,56357
Garikayi Mutambirwa,69119
Eric Nenninger,69120
Josh Hammond,46927
Nicky Aycox,1340627
Marieh Delfino,63465
Thom Gossom Jr.,1219497
Billy Aaron Brown,134450
Al Santos,96793
Kasan Butcher,1340628
Tom Tarantini,945612
Luke Edwards,33052
Shaun Fleming,1225512
Diane Delano,43859
Adam Alexi-Malle,20804
Alfred De Contreras,92277
Ramiro Fabian,92278
Johnny Sanchez,60785
Claude Brooks,92279
Kevin Scannell,92280
Michael Dempsey,80301
Walter Powell,92281
Phill Lewis,33490
Marisol Nichols,84457
Nathan Anderson,92282
Brogan Roche,92283
Lloyd Berman,92284
Zaid Farid,46075
Aaron Brumfield,92285
Kimble Jemison,92286
Alex Craig Mann,92287
Reamy Hall,92289
Michelle Boehle,92290
Kimberly Baum,92291
Megan Denton,92292
Janet Jaeger,92293
Hope Wood,92294
Addie Yungmee,92295
Andrea Toste,92296
Carl Kocis,92298
Tiger Mendez,92299
Steve J. Termath,92300
Alan Oliney,92481
Erika Christensen,21711
Alicia Witt,3128
Mike Binder,24173
Dane Christensen,1780381
Magdalena Manville,1321560
Suzanne Bertish,162413
Ellie Cornell,62589
Michael Pataki,15993
Beau Starr,42308
Kathleen Kinmont,69130
Sasha Jenson,58000
Gene Ross,9295
Carmen Filpi,154073
Raymond O'Connor,84606
Jeff Olson,146337
Karen Alston,1107034
Nancy Borgenicht,1107162
David Jensen,1099080
Harlow Marks,1107079
M.J. McDonnell,1762933
Richard Stay,1762934
Michael Flynn,7144
George Sullivan,200803
Michael Ruud,1195003
Donré Sampson,954790
Kelly Lookinland,1762938
Erik Preston,1762939
Johnny Knoxville,9656
Ashley Scott,71128
Barbara Tarbuck,31391
Khleo Thomas,54495
Kevin Durand,79072
Andrew Tarbet,104040
Patrick Gallagher,17837
John Stewart,1432102
Eric Breker,91404
Ryan Robbins,77164
Michael Adamthwaite,63566
Darcy Laurie,1216570
Fred Keating,963962
Ben Cardinal,60433
Kett Turton,110525
Terence Kelly,27112
Tom Scholte,534315
Mark Houghton,26782
James Ashcroft,33308
Aaron Douglas,77222
Michael Soltis,1228459
April Telek,45428
Sandra Steier,168500
Ben Cotton,72099
Chelsie Amber McEachnie,1773099
Kaja Gjesdal,1773101
Melody Cherpaw,1773102
Alana Drozduke,1773104
Sandra Higueras,1773110
Ana Mirkovic,1773112
David Purvis,1366447
Beverley Elliott,1055157
Rita Edwards,1773114
